cycle,branch,forecastdate,district,component_no,component_name,component_impact,component_narrative,genre,candidateA,candidateB,shortnmA,shortnmB,timestamp
2020,Senate,11/2/20,WY-S2,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Merav Ben-David,Cynthia Lummis,Ben-David,Lummis,20:52:33  2 Nov 2020
2020,Senate,11/2/20,WY-S2,7,Candidate experience,-.4578001,"Lummis's highest previous elected office is U.S. representative, which ranks in our middle tier of elected offices. Ben-David has never held elected office.",DR,Merav Ben-David,Cynthia Lummis,Ben-David,Lummis,20:52:33  2 Nov 2020
2020,Senate,11/2/20,WY-S2,5,Fundraising,-5.057608,"As of Oct. 14, Lummis had raised $1,465,000 in individual contributions (78% of all such contributions to the major-party candidates); Ben-David had raised $409,000 (22%).",DR,Merav Ben-David,Cynthia Lummis,Ben-David,Lummis,20:52:33  2 Nov 2020
2020,Senate,11/2/20,WY-S2,4,Generic ballot,5.907005,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Merav Ben-David,Cynthia Lummis,Ben-David,Lummis,20:52:33  2 Nov 2020
2020,Senate,11/2/20,WY-S2,2,State partisanship,-40.0683,"Wyoming is 44.5 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012. Wyoming has been considerably more Democratic in state legislative elections than in presidential elections.",DR,Merav Ben-David,Cynthia Lummis,Ben-David,Lummis,20:52:33  2 Nov 2020
2020,Senate,11/2/20,WY-S2,11,Total,-39.6767,"",DR,Merav Ben-David,Cynthia Lummis,Ben-David,Lummis,20:52:33  2 Nov 2020
2020,Senate,11/2/20,WV-S2,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Paula Jean Swearengin,Shelley Moore Capito,Swearengin,Capito,20:52:33  2 Nov 2020
2020,Senate,11/2/20,WV-S2,7,Challenger experience,0,Swearengin has never held elected office.,DR,Paula Jean Swearengin,Shelley Moore Capito,Swearengin,Capito,20:52:33  2 Nov 2020
2020,Senate,11/2/20,WV-S2,6,Incumbent's voting record in Congress,.4799106,Capito has voted with Republicans 84% of the time in roll-call votes in recent sessions of Congress.,DR,Paula Jean Swearengin,Shelley Moore Capito,Swearengin,Capito,20:52:33  2 Nov 2020
2020,Senate,11/2/20,WV-S2,5,Fundraising,-9.905181,"As of Oct. 14, Capito had raised $2,275,000 in individual contributions (59% of all such contributions to the major-party candidates); Swearengin had raised $1,577,000 (41%).",DR,Paula Jean Swearengin,Shelley Moore Capito,Swearengin,Capito,20:52:33  2 Nov 2020
2020,Senate,11/2/20,WV-S2,4,Generic ballot,2.477565,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Paula Jean Swearengin,Shelley Moore Capito,Swearengin,Capito,20:52:33  2 Nov 2020
2020,Senate,11/2/20,WV-S2,3,Incumbent's margin in last election,-3.646901,"Capito won by 27.7 percentage points in 2014 in an open-seat race. West Virginia has become much more Democratic since the previous election, and Capito's victory margin is adjusted on this basis.",DR,Paula Jean Swearengin,Shelley Moore Capito,Swearengin,Capito,20:52:33  2 Nov 2020
2020,Senate,11/2/20,WV-S2,2,State partisanship,-6.941799,"West Virginia is 33.2 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012. West Virginia has been considerably more Democratic in state legislative elections than in presidential elections.",DR,Paula Jean Swearengin,Shelley Moore Capito,Swearengin,Capito,20:52:33  2 Nov 2020
2020,Senate,11/2/20,WV-S2,11,Total,-25.58748,"",DR,Paula Jean Swearengin,Shelley Moore Capito,Swearengin,Capito,20:52:33  2 Nov 2020
2020,Senate,11/2/20,WV-S2,1,Incumbency,-8.05107,"Capito has been elected to 1 term. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is largest in small states with distinctive demographic patterns. West Virginia is a small state with somewhat distinctive demographics, so incumbency will help Capito a lot there.",DR,Paula Jean Swearengin,Shelley Moore Capito,Swearengin,Capito,20:52:33  2 Nov 2020
2020,Senate,11/2/20,VA-S2,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Mark Warner,Daniel Gade,Warner,Gade,20:52:33  2 Nov 2020
2020,Senate,11/2/20,VA-S2,7,Challenger experience,0,Gade has never held elected office.,DR,Mark Warner,Daniel Gade,Warner,Gade,20:52:33  2 Nov 2020
2020,Senate,11/2/20,VA-S2,6,Incumbent's voting record in Congress,1.650217,Warner has voted with Democrats 66% of the time in roll-call votes in recent sessions of Congress.,DR,Mark Warner,Daniel Gade,Warner,Gade,20:52:33  2 Nov 2020
2020,Senate,11/2/20,VA-S2,5,Fundraising,3.468316,"As of Oct. 14, Warner had raised $7,855,000 in individual contributions (67% of all such contributions to the major-party candidates); Gade had raised $3,842,000 (33%).",DR,Mark Warner,Daniel Gade,Warner,Gade,20:52:33  2 Nov 2020
2020,Senate,11/2/20,VA-S2,4,Generic ballot,3.52335,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Mark Warner,Daniel Gade,Warner,Gade,20:52:33  2 Nov 2020
2020,Senate,11/2/20,VA-S2,3,Incumbent's margin in last election,1.295328,"Warner won by 0.8 percentage points in 2014. Virginia has become much more Democratic since the previous election, and Warner's victory margin is adjusted on this basis.",DR,Mark Warner,Daniel Gade,Warner,Gade,20:52:33  2 Nov 2020
2020,Senate,11/2/20,VA-S2,2,State partisanship,2.075939,"Virginia is 7.2 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012. Virginia has been considerably more Democratic in state legislative elections than in presidential elections.",DR,Mark Warner,Daniel Gade,Warner,Gade,20:52:33  2 Nov 2020
2020,Senate,11/2/20,VA-S2,11,Total,22.23967,"",DR,Mark Warner,Daniel Gade,Warner,Gade,20:52:33  2 Nov 2020
2020,Senate,11/2/20,VA-S2,1,Incumbency,10.22652,"Warner has been elected to 2 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is largest in small states with distinctive demographic patterns. Virginia is a medium-sized state with nationally representative demographics, so the incumbency advantage will be about average there.",DR,Mark Warner,Daniel Gade,Warner,Gade,20:52:33  2 Nov 2020
2020,Senate,11/2/20,TX-S2,8,Scandals,0,Neither candidate is involved in a scandal.,DR,M.J. Hegar,John Cornyn,Hegar,Cornyn,20:52:33  2 Nov 2020
2020,Senate,11/2/20,TX-S2,7,Challenger experience,0,Hegar has never held elected office.,DR,M.J. Hegar,John Cornyn,Hegar,Cornyn,20:52:33  2 Nov 2020
2020,Senate,11/2/20,TX-S2,6,Incumbent's voting record in Congress,.2970538,"Cornyn has voted with Republicans 86% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,M.J. Hegar,John Cornyn,Hegar,Cornyn,20:52:33  2 Nov 2020
2020,Senate,11/2/20,TX-S2,5,Fundraising,-3.758468,"As of Oct. 14, Hegar had raised $23,046,000 in individual contributions (59% of all such contributions to the major-party candidates); Cornyn had raised $16,055,000 (41%).",DR,M.J. Hegar,John Cornyn,Hegar,Cornyn,20:52:33  2 Nov 2020
2020,Senate,11/2/20,TX-S2,4,Generic ballot,1.143288,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,M.J. Hegar,John Cornyn,Hegar,Cornyn,20:52:33  2 Nov 2020
2020,Senate,11/2/20,TX-S2,3,Incumbent's margin in last election,-1.407531,Cornyn won by 27.2 percentage points in 2014.,DR,M.J. Hegar,John Cornyn,Hegar,Cornyn,20:52:33  2 Nov 2020
2020,Senate,11/2/20,TX-S2,2,State partisanship,-1.600997,"Texas is 17.1 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012. Texas has been considerably more Republican in state legislative elections than in presidential elections.",DR,M.J. Hegar,John Cornyn,Hegar,Cornyn,20:52:33  2 Nov 2020
2020,Senate,11/2/20,TX-S2,11,Total,-8.089128,"",DR,M.J. Hegar,John Cornyn,Hegar,Cornyn,20:52:33  2 Nov 2020
2020,Senate,11/2/20,TX-S2,1,Incumbency,-2.762474,"Cornyn has been elected to 3 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is largest in small states with distinctive demographic patterns. Texas is a very large state with nationally representative demographics, so incumbency won't help Cornyn as much there.",DR,M.J. Hegar,John Cornyn,Hegar,Cornyn,20:52:33  2 Nov 2020
2020,Senate,11/2/20,TN-S2,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Marquita Bradshaw,Bill Hagerty,Bradshaw,Hagerty,20:52:33  2 Nov 2020
2020,Senate,11/2/20,TN-S2,7,Candidate experience,0,Neither Bradshaw nor Hagerty has held elected office before.,DR,Marquita Bradshaw,Bill Hagerty,Bradshaw,Hagerty,20:52:33  2 Nov 2020
2020,Senate,11/2/20,TN-S2,5,Fundraising,-6.229325,"As of Oct. 14, Hagerty had raised $6,918,000 in individual contributions (85% of all such contributions to the major-party candidates); Bradshaw had raised $1,198,000 (15%).",DR,Marquita Bradshaw,Bill Hagerty,Bradshaw,Hagerty,20:52:33  2 Nov 2020
2020,Senate,11/2/20,TN-S2,4,Generic ballot,5.818977,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Marquita Bradshaw,Bill Hagerty,Bradshaw,Hagerty,20:52:33  2 Nov 2020
2020,Senate,11/2/20,TN-S2,2,State partisanship,-23.47608,"Tennessee is 27.7 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012.",DR,Marquita Bradshaw,Bill Hagerty,Bradshaw,Hagerty,20:52:33  2 Nov 2020
2020,Senate,11/2/20,TN-S2,11,Total,-23.88643,"",DR,Marquita Bradshaw,Bill Hagerty,Bradshaw,Hagerty,20:52:33  2 Nov 2020
2020,Senate,11/2/20,SD-S2,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Dan Ahlers,Mike Rounds,Ahlers,Rounds,20:52:33  2 Nov 2020
2020,Senate,11/2/20,SD-S2,7,Challenger experience,2.028986,"Ahlers's highest previous elected office is state representative, which ranks in our bottom tier of elected offices. (Rounds's highest elected office is U.S. senator, but this is accounted for in our incumbency calculation.)",DR,Dan Ahlers,Mike Rounds,Ahlers,Rounds,20:52:33  2 Nov 2020
2020,Senate,11/2/20,SD-S2,6,Incumbent's voting record in Congress,.6206831,"Rounds has voted with Republicans 85% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Dan Ahlers,Mike Rounds,Ahlers,Rounds,20:52:33  2 Nov 2020
2020,Senate,11/2/20,SD-S2,5,Fundraising,-13.64743,"As of Oct. 14, Rounds had raised $1,937,000 in individual contributions (90% of all such contributions to the major-party candidates); Ahlers had raised $220,000 (10%).",DR,Dan Ahlers,Mike Rounds,Ahlers,Rounds,20:52:33  2 Nov 2020
2020,Senate,11/2/20,SD-S2,4,Generic ballot,2.618825,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Dan Ahlers,Mike Rounds,Ahlers,Rounds,20:52:33  2 Nov 2020
2020,Senate,11/2/20,SD-S2,3,Incumbent's margin in last election,-2.815641,"Rounds won by 20.9 percentage points in 2014 in an open-seat race. South Dakota has become somewhat more Democratic since the previous election, and Rounds's victory margin is adjusted on this basis.",DR,Dan Ahlers,Mike Rounds,Ahlers,Rounds,20:52:33  2 Nov 2020
2020,Senate,11/2/20,SD-S2,2,State partisanship,-6.208077,"South Dakota is 28.4 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012.",DR,Dan Ahlers,Mike Rounds,Ahlers,Rounds,20:52:33  2 Nov 2020
2020,Senate,11/2/20,SD-S2,11,Total,-26.07395,"",DR,Dan Ahlers,Mike Rounds,Ahlers,Rounds,20:52:33  2 Nov 2020
2020,Senate,11/2/20,SD-S2,1,Incumbency,-8.671293,"Rounds has been elected to 1 term. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is largest in small states with distinctive demographic patterns. South Dakota is a small state with somewhat distinctive demographics, so incumbency will help Rounds a lot there.",DR,Dan Ahlers,Mike Rounds,Ahlers,Rounds,20:52:33  2 Nov 2020
2020,Senate,11/2/20,SC-S2,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Jaime Harrison,Lindsey Graham,Harrison,Graham,20:52:33  2 Nov 2020
2020,Senate,11/2/20,SC-S2,7,Challenger experience,0,Harrison has never held elected office.,DR,Jaime Harrison,Lindsey Graham,Harrison,Graham,20:52:33  2 Nov 2020
2020,Senate,11/2/20,SC-S2,6,Incumbent's voting record in Congress,.1558832,Graham has voted with Republicans 83% of the time in roll-call votes in recent sessions of Congress.,DR,Jaime Harrison,Lindsey Graham,Harrison,Graham,20:52:33  2 Nov 2020
2020,Senate,11/2/20,SC-S2,5,Fundraising,-3.360393,"As of Oct. 14, Harrison had raised $107646000 in individual contributions (62% of all such contributions to the major-party candidates); Graham had raised $65,647,000 (38%).",DR,Jaime Harrison,Lindsey Graham,Harrison,Graham,20:52:33  2 Nov 2020
2020,Senate,11/2/20,SC-S2,4,Generic ballot,1.062751,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Jaime Harrison,Lindsey Graham,Harrison,Graham,20:52:33  2 Nov 2020
2020,Senate,11/2/20,SC-S2,3,Incumbent's margin in last election,-.588097,Graham won by 15.5 percentage points in 2014.,DR,Jaime Harrison,Lindsey Graham,Harrison,Graham,20:52:33  2 Nov 2020
2020,Senate,11/2/20,SC-S2,2,State partisanship,-1.43081,"South Carolina is 16.4 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012.",DR,Jaime Harrison,Lindsey Graham,Harrison,Graham,20:52:33  2 Nov 2020
2020,Senate,11/2/20,SC-S2,11,Total,-7.375726,"",DR,Jaime Harrison,Lindsey Graham,Harrison,Graham,20:52:33  2 Nov 2020
2020,Senate,11/2/20,SC-S2,1,Incumbency,-3.21506,"Graham has been elected to 3 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is largest in small states with distinctive demographic patterns. South Carolina is a medium-sized state with nationally representative demographics, so the incumbency advantage will be about average there.",DR,Jaime Harrison,Lindsey Graham,Harrison,Graham,20:52:33  2 Nov 2020
2020,Senate,11/2/20,RI-S2,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Jack Reed,Allen Waters,Reed,Waters,20:52:33  2 Nov 2020
2020,Senate,11/2/20,RI-S2,7,Challenger experience,0,Waters has never held elected office.,DR,Jack Reed,Allen Waters,Reed,Waters,20:52:33  2 Nov 2020
2020,Senate,11/2/20,RI-S2,6,Incumbent's voting record in Congress,.6546844,Reed has voted with Democrats 74% of the time in roll-call votes in recent sessions of Congress.,DR,Jack Reed,Allen Waters,Reed,Waters,20:52:33  2 Nov 2020
2020,Senate,11/2/20,RI-S2,5,Fundraising,9.48515,"As of Oct. 14, Reed had raised $1,299,000 in individual contributions (99% of all such contributions to the major-party candidates); Waters had raised $18,000 (1%).",DR,Jack Reed,Allen Waters,Reed,Waters,20:52:33  2 Nov 2020
2020,Senate,11/2/20,RI-S2,4,Generic ballot,4.261073,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Jack Reed,Allen Waters,Reed,Waters,20:52:33  2 Nov 2020
2020,Senate,11/2/20,RI-S2,3,Incumbent's margin in last election,12.26489,"Reed won by 41.3 percentage points in 2014. Rhode Island has become somewhat more Republican since the previous election, and Reed's victory margin is adjusted on this basis.",DR,Jack Reed,Allen Waters,Reed,Waters,20:52:33  2 Nov 2020
2020,Senate,11/2/20,RI-S2,2,State partisanship,8.495418,"Rhode Island is 24.1 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012. Rhode Island has been considerably more Democratic in state legislative elections than in presidential elections.",DR,Jack Reed,Allen Waters,Reed,Waters,20:52:33  2 Nov 2020
2020,Senate,11/2/20,RI-S2,11,Total,48.75343,"",DR,Jack Reed,Allen Waters,Reed,Waters,20:52:33  2 Nov 2020
2020,Senate,11/2/20,RI-S2,1,Incumbency,13.59221,"Reed has been elected to 4 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is largest in small states with distinctive demographic patterns. Rhode Island is a small state with somewhat distinctive demographics, so incumbency will help Reed a lot there.",DR,Jack Reed,Allen Waters,Reed,Waters,20:52:33  2 Nov 2020
2020,Senate,11/2/20,OR-S2,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Jeff Merkley,Jo Rae Perkins,Merkley,Perkins,20:52:33  2 Nov 2020
2020,Senate,11/2/20,OR-S2,7,Challenger experience,0,Perkins has never held elected office.,DR,Jeff Merkley,Jo Rae Perkins,Merkley,Perkins,20:52:33  2 Nov 2020
2020,Senate,11/2/20,OR-S2,6,Incumbent's voting record in Congress,-1.460586,"Merkley has voted with Democrats 89% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Jeff Merkley,Jo Rae Perkins,Merkley,Perkins,20:52:33  2 Nov 2020
2020,Senate,11/2/20,OR-S2,5,Fundraising,8.45688,"As of Oct. 14, Merkley had raised $5,305,000 in individual contributions (98% of all such contributions to the major-party candidates); Perkins had raised $90,000 (2%).",DR,Jeff Merkley,Jo Rae Perkins,Merkley,Perkins,20:52:33  2 Nov 2020
2020,Senate,11/2/20,OR-S2,4,Generic ballot,3.817696,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Jeff Merkley,Jo Rae Perkins,Merkley,Perkins,20:52:33  2 Nov 2020
2020,Senate,11/2/20,OR-S2,3,Incumbent's margin in last election,5.397136,Merkley won by 18.9 percentage points in 2014.,DR,Jeff Merkley,Jo Rae Perkins,Merkley,Perkins,20:52:33  2 Nov 2020
2020,Senate,11/2/20,OR-S2,2,State partisanship,2.323893,"Oregon is 7.5 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012.",DR,Jeff Merkley,Jo Rae Perkins,Merkley,Perkins,20:52:33  2 Nov 2020
2020,Senate,11/2/20,OR-S2,11,Total,30.67711,"",DR,Jeff Merkley,Jo Rae Perkins,Merkley,Perkins,20:52:33  2 Nov 2020
2020,Senate,11/2/20,OR-S2,1,Incumbency,12.14209,"Merkley has been elected to 2 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is largest in small states with distinctive demographic patterns. Oregon is a medium-sized state with somewhat distinctive demographics, so incumbency will help Merkley a lot there.",DR,Jeff Merkley,Jo Rae Perkins,Merkley,Perkins,20:52:33  2 Nov 2020
2020,Senate,11/2/20,OK-S2,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Abby Broyles,Jim Inhofe,Broyles,Inhofe,20:52:33  2 Nov 2020
2020,Senate,11/2/20,OK-S2,7,Challenger experience,0,Broyles has never held elected office.,DR,Abby Broyles,Jim Inhofe,Broyles,Inhofe,20:52:33  2 Nov 2020
2020,Senate,11/2/20,OK-S2,6,Incumbent's voting record in Congress,.974821,"Inhofe has voted with Republicans 89% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Abby Broyles,Jim Inhofe,Broyles,Inhofe,20:52:33  2 Nov 2020
2020,Senate,11/2/20,OK-S2,5,Fundraising,-10.23734,"As of Oct. 14, Inhofe had raised $2,541,000 in individual contributions (59% of all such contributions to the major-party candidates); Broyles had raised $1,741,000 (41%).",DR,Abby Broyles,Jim Inhofe,Broyles,Inhofe,20:52:33  2 Nov 2020
2020,Senate,11/2/20,OK-S2,4,Generic ballot,2.553331,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Abby Broyles,Jim Inhofe,Broyles,Inhofe,20:52:33  2 Nov 2020
2020,Senate,11/2/20,OK-S2,3,Incumbent's margin in last election,-5.058363,Inhofe won by 39.5 percentage points in 2014.,DR,Abby Broyles,Jim Inhofe,Broyles,Inhofe,20:52:33  2 Nov 2020
2020,Senate,11/2/20,OK-S2,2,State partisanship,-7.229018,"Oklahoma is 33.5 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012. Oklahoma has been considerably more Democratic in state legislative elections than in presidential elections.",DR,Abby Broyles,Jim Inhofe,Broyles,Inhofe,20:52:33  2 Nov 2020
2020,Senate,11/2/20,OK-S2,11,Total,-27.0892,"",DR,Abby Broyles,Jim Inhofe,Broyles,Inhofe,20:52:33  2 Nov 2020
2020,Senate,11/2/20,OK-S2,1,Incumbency,-8.09263,"Inhofe has been elected to 5 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is largest in small states with distinctive demographic patterns. Oklahoma is a medium-sized state with somewhat distinctive demographics, so incumbency will help Inhofe a lot there.",DR,Abby Broyles,Jim Inhofe,Broyles,Inhofe,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NM-S2,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Ben Ray Luján,Mark Ronchetti,Luján,Ronchetti,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NM-S2,7,Candidate experience,.4604969,"Luján's highest previous elected office is U.S. representative, which ranks in our middle tier of elected offices. Ronchetti has never held elected office.",DR,Ben Ray Luján,Mark Ronchetti,Luján,Ronchetti,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NM-S2,5,Fundraising,3.04371,"As of Oct. 14, Luján had raised $6,728,000 in individual contributions (67% of all such contributions to the major-party candidates); Ronchetti had raised $3,335,000 (33%).",DR,Ben Ray Luján,Mark Ronchetti,Luján,Ronchetti,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NM-S2,4,Generic ballot,5.941801,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Ben Ray Luján,Mark Ronchetti,Luján,Ronchetti,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NM-S2,2,State partisanship,6.857828,"New Mexico is 8.1 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012.",DR,Ben Ray Luján,Mark Ronchetti,Luján,Ronchetti,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NM-S2,11,Total,16.30384,"",DR,Ben Ray Luján,Mark Ronchetti,Luján,Ronchetti,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NJ-S2,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Cory Booker,Rikin Mehta,Booker,Mehta,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NJ-S2,7,Challenger experience,0,Mehta has never held elected office.,DR,Cory Booker,Rikin Mehta,Booker,Mehta,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NJ-S2,6,Incumbent's voting record in Congress,-1.595949,"Booker has voted with Democrats 90% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Cory Booker,Rikin Mehta,Booker,Mehta,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NJ-S2,5,Fundraising,7.983943,"As of Oct. 14, Booker had raised $4,785,000 in individual contributions (95% of all such contributions to the major-party candidates); Mehta had raised $237,000 (5%).",DR,Cory Booker,Rikin Mehta,Booker,Mehta,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NJ-S2,4,Generic ballot,3.811298,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Cory Booker,Rikin Mehta,Booker,Mehta,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NJ-S2,3,Incumbent's margin in last election,4.179762,Booker won by 13.5 percentage points in 2014.,DR,Cory Booker,Rikin Mehta,Booker,Mehta,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NJ-S2,2,State partisanship,3.464167,"New Jersey is 11.2 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012.",DR,Cory Booker,Rikin Mehta,Booker,Mehta,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NJ-S2,11,Total,29.18769,"",DR,Cory Booker,Rikin Mehta,Booker,Mehta,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NJ-S2,1,Incumbency,11.34446,"Booker has been elected to 2 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is largest in small states with distinctive demographic patterns. New Jersey is a medium-sized state with somewhat distinctive demographics, so the incumbency advantage will be about average there.",DR,Cory Booker,Rikin Mehta,Booker,Mehta,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NH-S2,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Jeanne Shaheen,Corky Messner,Shaheen,Messner,20:52:33  2 Nov 2020
