cycle,branch,forecastdate,district,candidateA,candidateB,displaystep,description,margin,lite_weight,classic_weight,deluxe_weight,simulations,timestamp
2020,Senate,11/2/20,WY-S2,Merav Ben-David,Cynthia Lummis,4,Expert ratings adjusted for national environment,-36.63272,0,0,1.239421,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,WY-S2,Merav Ben-David,Cynthia Lummis,3,Fundamentals (non-polling factors),-39.6767,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,WY-S2,Merav Ben-David,Cynthia Lummis,2,CANTOR (analysis of comparable disticts),-25.32734,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,WY-S2,Merav Ben-David,Cynthia Lummis,1,Polls adjusted for house effects & other factors,-30.09253,1.045976,1.045976,1.045976,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,WV-S2,Paula Jean Swearengin,Shelley Moore Capito,4,Expert ratings adjusted for national environment,-26.29503,0,0,1.121314,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,WV-S2,Paula Jean Swearengin,Shelley Moore Capito,3,Fundamentals (non-polling factors),-25.58747,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,WV-S2,Paula Jean Swearengin,Shelley Moore Capito,2,CANTOR (analysis of comparable disticts),-22.31577,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,WV-S2,Paula Jean Swearengin,Shelley Moore Capito,1,Polls adjusted for house effects & other factors,-19.776,.8091737,.8091737,.8091737,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,VA-S2,Mark Warner,Daniel Gade,4,Expert ratings adjusted for national environment,20.48227,0,0,4.869525,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,VA-S2,Mark Warner,Daniel Gade,3,Fundamentals (non-polling factors),22.23967,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,VA-S2,Mark Warner,Daniel Gade,2,CANTOR (analysis of comparable disticts),18.35671,0,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,VA-S2,Mark Warner,Daniel Gade,1,Polls adjusted for house effects & other factors,16.04672,8.324249,8.324249,8.324249,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,TX-S2,M.J. Hegar,John Cornyn,4,Expert ratings adjusted for national environment,-8.546467,0,0,10.34086,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,TX-S2,M.J. Hegar,John Cornyn,3,Fundamentals (non-polling factors),-8.089128,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,TX-S2,M.J. Hegar,John Cornyn,2,CANTOR (analysis of comparable disticts),-8.992167,0,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,TX-S2,M.J. Hegar,John Cornyn,1,Polls adjusted for house effects & other factors,-6.320766,19.29414,19.29414,19.29414,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,TN-S2,Marquita Bradshaw,Bill Hagerty,4,Expert ratings adjusted for national environment,-25.17429,0,0,1.537748,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,TN-S2,Marquita Bradshaw,Bill Hagerty,3,Fundamentals (non-polling factors),-23.88643,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,TN-S2,Marquita Bradshaw,Bill Hagerty,2,CANTOR (analysis of comparable disticts),-11.94547,.3558857,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,TN-S2,Marquita Bradshaw,Bill Hagerty,1,Polls adjusted for house effects & other factors,-20.41419,1.644114,1.644114,1.644114,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,SD-S2,Dan Ahlers,Mike Rounds,4,Expert ratings adjusted for national environment,-28.95732,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,SD-S2,Dan Ahlers,Mike Rounds,3,Fundamentals (non-polling factors),-26.07396,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,SD-S2,Dan Ahlers,Mike Rounds,2,CANTOR (analysis of comparable disticts),-31.33258,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,SD-S2,Dan Ahlers,Mike Rounds,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,SC-S2,Jaime Harrison,Lindsey Graham,4,Expert ratings adjusted for national environment,-5.52776,0,0,4.918548,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,SC-S2,Jaime Harrison,Lindsey Graham,3,Fundamentals (non-polling factors),-7.375726,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,SC-S2,Jaime Harrison,Lindsey Graham,2,CANTOR (analysis of comparable disticts),-8.533534,0,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,SC-S2,Jaime Harrison,Lindsey Graham,1,Polls adjusted for house effects & other factors,-5.158035,8.422538,8.422538,8.422538,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,RI-S2,Jack Reed,Allen Waters,4,Expert ratings adjusted for national environment,46.80923,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,RI-S2,Jack Reed,Allen Waters,3,Fundamentals (non-polling factors),48.75343,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,RI-S2,Jack Reed,Allen Waters,2,CANTOR (analysis of comparable disticts),47.67606,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,RI-S2,Jack Reed,Allen Waters,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,OR-S2,Jeff Merkley,Jo Rae Perkins,4,Expert ratings adjusted for national environment,23.69937,0,0,1.305978,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,OR-S2,Jeff Merkley,Jo Rae Perkins,3,Fundamentals (non-polling factors),30.67711,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,OR-S2,Jeff Merkley,Jo Rae Perkins,2,CANTOR (analysis of comparable disticts),17.3025,.8205799,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,OR-S2,Jeff Merkley,Jo Rae Perkins,1,Polls adjusted for house effects & other factors,19.18342,1.17942,1.17942,1.17942,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,OK-S2,Abby Broyles,Jim Inhofe,4,Expert ratings adjusted for national environment,-24.9273,0,0,2.191319,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,OK-S2,Abby Broyles,Jim Inhofe,3,Fundamentals (non-polling factors),-27.0892,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,OK-S2,Abby Broyles,Jim Inhofe,2,CANTOR (analysis of comparable disticts),-22.41866,0,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,OK-S2,Abby Broyles,Jim Inhofe,1,Polls adjusted for house effects & other factors,-18.18497,2.954509,2.954509,2.954509,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NM-S2,Ben Ray Luj치n,Mark Ronchetti,4,Expert ratings adjusted for national environment,18.48359,0,0,2.820439,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NM-S2,Ben Ray Luj치n,Mark Ronchetti,3,Fundamentals (non-polling factors),16.30384,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NM-S2,Ben Ray Luj치n,Mark Ronchetti,2,CANTOR (analysis of comparable disticts),15.27472,0,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NM-S2,Ben Ray Luj치n,Mark Ronchetti,1,Polls adjusted for house effects & other factors,8.036533,4.215879,4.215879,4.215879,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NJ-S2,Cory Booker,Rikin Mehta,4,Expert ratings adjusted for national environment,24.71585,0,0,2.615849,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NJ-S2,Cory Booker,Rikin Mehta,3,Fundamentals (non-polling factors),29.18768,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NJ-S2,Cory Booker,Rikin Mehta,2,CANTOR (analysis of comparable disticts),19.59616,0,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NJ-S2,Cory Booker,Rikin Mehta,1,Polls adjusted for house effects & other factors,25.12722,3.805681,3.805681,3.805681,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NH-S2,Jeanne Shaheen,Corky Messner,4,Expert ratings adjusted for national environment,17.06449,0,0,4.312877,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NH-S2,Jeanne Shaheen,Corky Messner,3,Fundamentals (non-polling factors),26.72646,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NH-S2,Jeanne Shaheen,Corky Messner,2,CANTOR (analysis of comparable disticts),11.04423,0,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NH-S2,Jeanne Shaheen,Corky Messner,1,Polls adjusted for house effects & other factors,15.41089,7.208182,7.208182,7.208182,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NE-S2,Chris Janicek,Ben Sasse,4,Expert ratings adjusted for national environment,-33.26892,0,0,1.540962,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NE-S2,Chris Janicek,Ben Sasse,3,Fundamentals (non-polling factors),-35.2192,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NE-S2,Chris Janicek,Ben Sasse,2,CANTOR (analysis of comparable disticts),-16.80922,.3494414,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NE-S2,Chris Janicek,Ben Sasse,1,Polls adjusted for house effects & other factors,-29.61114,1.650559,1.650559,1.650559,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NC-S2,Cal Cunningham,Thom Tillis,4,Expert ratings adjusted for national environment,1.868534,0,0,19.15343,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NC-S2,Cal Cunningham,Thom Tillis,3,Fundamentals (non-polling factors),-.560705,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NC-S2,Cal Cunningham,Thom Tillis,2,CANTOR (analysis of comparable disticts),.4897591,0,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,NC-S2,Cal Cunningham,Thom Tillis,1,Polls adjusted for house effects & other factors,3.841114,36.96313,36.96313,36.96313,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,MT-S2,Steve Bullock,Steve Daines,4,Expert ratings adjusted for national environment,-4.068564,0,0,4.790439,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,MT-S2,Steve Bullock,Steve Daines,3,Fundamentals (non-polling factors),-2.3664,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,MT-S2,Steve Bullock,Steve Daines,2,CANTOR (analysis of comparable disticts),-11.75382,0,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,MT-S2,Steve Bullock,Steve Daines,1,Polls adjusted for house effects & other factors,-2.471897,8.165682,8.165682,8.165682,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,MS-S2,Mike Espy,Cindy Hyde-Smith,4,Expert ratings adjusted for national environment,-17.69992,0,0,1.925075,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,MS-S2,Mike Espy,Cindy Hyde-Smith,3,Fundamentals (non-polling factors),-1.193799,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,MS-S2,Mike Espy,Cindy Hyde-Smith,2,CANTOR (analysis of comparable disticts),-6.963601,0,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,MS-S2,Mike Espy,Cindy Hyde-Smith,1,Polls adjusted for house effects & other factors,-6.769402,2.420695,2.420695,2.420695,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,MN-S2,Tina Smith,Jason Lewis,4,Expert ratings adjusted for national environment,18.55352,0,0,6.553843,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,MN-S2,Tina Smith,Jason Lewis,3,Fundamentals (non-polling factors),17.40656,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,MN-S2,Tina Smith,Jason Lewis,2,CANTOR (analysis of comparable disticts),12.20372,0,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,MN-S2,Tina Smith,Jason Lewis,1,Polls adjusted for house effects & other factors,8.306034,11.70127,11.70127,11.70127,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,MI-S2,Gary Peters,John James,4,Expert ratings adjusted for national environment,4.887241,0,0,18.43936,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,MI-S2,Gary Peters,John James,3,Fundamentals (non-polling factors),21.06551,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,MI-S2,Gary Peters,John James,2,CANTOR (analysis of comparable disticts),17.08714,0,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,MI-S2,Gary Peters,John James,1,Polls adjusted for house effects & other factors,7.671715,35.53145,35.53145,35.53145,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,ME-S2,Sara Gideon,Susan Collins,4,Expert ratings adjusted for national environment,1.868534,0,0,4.107849,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,ME-S2,Sara Gideon,Susan Collins,3,Fundamentals (non-polling factors),-11.47022,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,ME-S2,Sara Gideon,Susan Collins,2,CANTOR (analysis of comparable disticts),4.671413,0,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,ME-S2,Sara Gideon,Susan Collins,1,Polls adjusted for house effects & other factors,3.498787,6.797105,6.797105,6.797105,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,MA-S2,Ed Markey,Kevin O'Connor,4,Expert ratings adjusted for national environment,32.98169,0,0,2.799565,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,MA-S2,Ed Markey,Kevin O'Connor,3,Fundamentals (non-polling factors),38.2318,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,MA-S2,Ed Markey,Kevin O'Connor,2,CANTOR (analysis of comparable disticts),29.20839,0,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,MA-S2,Ed Markey,Kevin O'Connor,1,Polls adjusted for house effects & other factors,33.89484,4.174027,4.174027,4.174027,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,LA-S2,All Democrats,All Republicans,4,Expert ratings adjusted for national environment,-26.32883,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,LA-S2,All Democrats,All Republicans,3,Fundamentals (non-polling factors),-8.663063,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,LA-S2,All Democrats,All Republicans,2,CANTOR (analysis of comparable disticts),-17.83449,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,LA-S2,All Democrats,All Republicans,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,KY-S2,Amy McGrath,Mitch McConnell,4,Expert ratings adjusted for national environment,-17.94171,0,0,3.330631,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,KY-S2,Amy McGrath,Mitch McConnell,3,Fundamentals (non-polling factors),-9.659306,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,KY-S2,Amy McGrath,Mitch McConnell,2,CANTOR (analysis of comparable disticts),-14.93415,0,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,KY-S2,Amy McGrath,Mitch McConnell,1,Polls adjusted for house effects & other factors,-11.40364,5.238803,5.238803,5.238803,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,KS-S2,Barbara Bollier,Roger Marshall,4,Expert ratings adjusted for national environment,-7.766711,0,0,4.447736,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,KS-S2,Barbara Bollier,Roger Marshall,3,Fundamentals (non-polling factors),-6.312128,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,KS-S2,Barbara Bollier,Roger Marshall,2,CANTOR (analysis of comparable disticts),-8.163775,0,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,KS-S2,Barbara Bollier,Roger Marshall,1,Polls adjusted for house effects & other factors,-4.563351,7.478571,7.478571,7.478571,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,IL-S2,Richard J. Durbin,Mark C. Curran Jr.,4,Expert ratings adjusted for national environment,23.35454,0,0,2.730428,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,IL-S2,Richard J. Durbin,Mark C. Curran Jr.,3,Fundamentals (non-polling factors),27.06675,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,IL-S2,Richard J. Durbin,Mark C. Curran Jr.,2,CANTOR (analysis of comparable disticts),21.03382,0,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,IL-S2,Richard J. Durbin,Mark C. Curran Jr.,1,Polls adjusted for house effects & other factors,23.49398,4.03541,4.03541,4.03541,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,ID-S2,Paulette Jordan,Jim Risch,4,Expert ratings adjusted for national environment,-25.9732,0,0,1.161281,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,ID-S2,Paulette Jordan,Jim Risch,3,Fundamentals (non-polling factors),-21.34015,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,ID-S2,Paulette Jordan,Jim Risch,2,CANTOR (analysis of comparable disticts),-22.78775,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,ID-S2,Paulette Jordan,Jim Risch,1,Polls adjusted for house effects & other factors,-24.8872,.8893057,.8893057,.8893057,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,IA-S2,Theresa Greenfield,Joni Ernst,4,Expert ratings adjusted for national environment,-4.068564,0,0,9.317222,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,IA-S2,Theresa Greenfield,Joni Ernst,3,Fundamentals (non-polling factors),.1930294,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,IA-S2,Theresa Greenfield,Joni Ernst,2,CANTOR (analysis of comparable disticts),-5.956389,0,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,IA-S2,Theresa Greenfield,Joni Ernst,1,Polls adjusted for house effects & other factors,-.0771904,17.24178,17.24178,17.24178,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,GA-S3,All Democrats,All Republicans,4,Expert ratings adjusted for national environment,-3.288808,0,0,9.755129,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,GA-S3,All Democrats,All Republicans,3,Fundamentals (non-polling factors),3.158386,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,GA-S3,All Democrats,All Republicans,2,CANTOR (analysis of comparable disticts),-.0170956,0,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,GA-S3,All Democrats,All Republicans,1,Polls adjusted for house effects & other factors,-1.834984,18.11977,18.11977,18.11977,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,GA-S2,Jon Ossoff,David Perdue,4,Expert ratings adjusted for national environment,-1.829613,0,0,10.77913,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,GA-S2,Jon Ossoff,David Perdue,3,Fundamentals (non-polling factors),-.1275865,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,GA-S2,Jon Ossoff,David Perdue,2,CANTOR (analysis of comparable disticts),-6.54334,0,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,GA-S2,Jon Ossoff,David Perdue,1,Polls adjusted for house effects & other factors,.6022911,20.17287,20.17287,20.17287,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,DE-S2,Christopher A. Coons,Lauren Witzke,4,Expert ratings adjusted for national environment,29.71756,0,0,1.375906,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,DE-S2,Christopher A. Coons,Lauren Witzke,3,Fundamentals (non-polling factors),33.71847,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,DE-S2,Christopher A. Coons,Lauren Witzke,2,CANTOR (analysis of comparable disticts),21.47782,.6803744,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,DE-S2,Christopher A. Coons,Lauren Witzke,1,Polls adjusted for house effects & other factors,30.33507,1.319626,1.319626,1.319626,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,CO-S2,John W. Hickenlooper,Cory Gardner,4,Expert ratings adjusted for national environment,6.674727,0,0,4.102762,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,CO-S2,John W. Hickenlooper,Cory Gardner,3,Fundamentals (non-polling factors),3.048911,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,CO-S2,John W. Hickenlooper,Cory Gardner,2,CANTOR (analysis of comparable disticts),2.550253,0,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,CO-S2,John W. Hickenlooper,Cory Gardner,1,Polls adjusted for house effects & other factors,8.771942,6.786906,6.786906,6.786906,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,AZ-S3,Mark Kelly,Martha McSally,4,Expert ratings adjusted for national environment,4.107485,0,0,16.45448,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,AZ-S3,Mark Kelly,Martha McSally,3,Fundamentals (non-polling factors),1.133895,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,AZ-S3,Mark Kelly,Martha McSally,2,CANTOR (analysis of comparable disticts),2.72626,0,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,AZ-S3,Mark Kelly,Martha McSally,1,Polls adjusted for house effects & other factors,5.946648,31.5518,31.5518,31.5518,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,AR-S2,Ricky Dale Harrington Jr.,Tom Cotton,4,Expert ratings adjusted for national environment,-65.90799,0,0,2.391442,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,AR-S2,Ricky Dale Harrington Jr.,Tom Cotton,3,Fundamentals (non-polling factors),-63.62074,0,1.439034,1.439034,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,AR-S2,Ricky Dale Harrington Jr.,Tom Cotton,2,CANTOR (analysis of comparable disticts),,0,0,0,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,AR-S2,Ricky Dale Harrington Jr.,Tom Cotton,1,Polls adjusted for house effects & other factors,-38.5567,3.355751,3.355751,3.355751,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,AL-S2,Doug Jones,Tommy Tuberville,4,Expert ratings adjusted for national environment,-10.33395,0,0,4.25014,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,AL-S2,Doug Jones,Tommy Tuberville,3,Fundamentals (non-polling factors),10.87446,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,AL-S2,Doug Jones,Tommy Tuberville,2,CANTOR (analysis of comparable disticts),-7.572845,0,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,AL-S2,Doug Jones,Tommy Tuberville,1,Polls adjusted for house effects & other factors,-11.11492,7.082396,7.082396,7.082396,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,AK-S2,Al Gross,Dan Sullivan,4,Expert ratings adjusted for national environment,-8.546467,0,0,3.441612,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,AK-S2,Al Gross,Dan Sullivan,3,Fundamentals (non-polling factors),-2.931681,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,AK-S2,Al Gross,Dan Sullivan,2,CANTOR (analysis of comparable disticts),-8.986873,0,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,Senate,11/2/20,AK-S2,Al Gross,Dan Sullivan,1,Polls adjusted for house effects & other factors,-4.600281,5.461317,5.461317,5.461317,40000,20:52:33  2 Nov 2020
